JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609647_595|COMPLETED|4-13:49:52|4-13:15:16|1||2G
7609647_595.batch|COMPLETED|4-13:49:52|4-13:15:16|1|149004K|
7609647_595.extern|COMPLETED|4-13:49:52|00:00.001|1|256K|
